network,autonomous_system_number,autonomous_system_organization
2001:250:2c40::/42,23910,"China Next Generation Internet CERNET2"
2001:250:2c80::/41,23910,"China Next Generation Internet CERNET2"
2001:250:2d00::/40,23910,"China Next Generation Internet CERNET2"
2001:250:2e00::/48,138442,"CERNET2 regional IX at Tibet University"
2001:250:2e01::/48,23910,"China Next Generation Internet CERNET2"
2001:250:2e02::/47,23910,"China Next Generation Internet CERNET2"
2001:250:2e04::/46,23910,"China Next Generation Internet CERNET2"
2001:250:2e08::/45,23910,"China Next Generation Internet CERNET2"
2001:250:2e10::/44,23910,"China Next Generation Internet CERNET2"
2001:250:2e20::/43,23910,"China Next Generation Internet CERNET2"
2001:250:2e40::/42,23910,"China Next Generation Internet CERNET2"
2001:250:2e80::/41,23910,"China Next Generation Internet CERNET2"
2001:250:2f00::/40,23910,"China Next Generation Internet CERNET2"
2001:250:3000::/44,24357,"CERNET2 IX at South China University of Technology"
2001:250:3010::/48,24357,"CERNET2 IX at South China University of Technology"
2001:250:3011::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3012::/47,24357,"CERNET2 IX at South China University of Technology"
2001:250:3014::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3015::/48,24357,"CERNET2 IX at South China University of Technology"
2001:250:3016::/47,24357,"CERNET2 IX at South China University of Technology"
2001:250:3018::/47,24357,"CERNET2 IX at South China University of Technology"
2001:250:301a::/48,24357,"CERNET2 IX at South China University of Technology"
2001:250:301b::/48,23910,"China Next Generation Internet CERNET2"
2001:250:301c::/46,24357,"CERNET2 IX at South China University of Technology"
2001:250:3020::/43,24357,"CERNET2 IX at South China University of Technology"
2001:250:3040::/44,24357,"CERNET2 IX at South China University of Technology"
2001:250:3050::/45,24357,"CERNET2 IX at South China University of Technology"
2001:250:3058::/48,24357,"CERNET2 IX at South China University of Technology"
2001:250:3059::/48,23910,"China Next Generation Internet CERNET2"
2001:250:305a::/47,24357,"CERNET2 IX at South China University of Technology"
2001:250:305c::/46,24357,"CERNET2 IX at South China University of Technology"
2001:250:3060::/43,24357,"CERNET2 IX at South China University of Technology"
2001:250:3080::/47,24357,"CERNET2 IX at South China University of Technology"
2001:250:3082::/48,24357,"CERNET2 IX at South China University of Technology"
2001:250:3083::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3084::/46,24357,"CERNET2 IX at South China University of Technology"
2001:250:3088::/48,24357,"CERNET2 IX at South China University of Technology"
2001:250:3089::/48,23910,"China Next Generation Internet CERNET2"
2001:250:308a::/47,23910,"China Next Generation Internet CERNET2"
2001:250:308c::/46,23910,"China Next Generation Internet CERNET2"
2001:250:3090::/44,23910,"China Next Generation Internet CERNET2"
2001:250:30a0::/43,23910,"China Next Generation Internet CERNET2"
2001:250:30c0::/42,23910,"China Next Generation Internet CERNET2"
2001:250:3100::/40,23910,"China Next Generation Internet CERNET2"
2001:250:3200::/39,23910,"China Next Generation Internet CERNET2"
2001:250:3400::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3401::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3402::/47,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3404::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3405::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3406::/47,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3408::/47,138393,"CERNET2 regional IX at Guangxi University"
2001:250:340a::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:340b::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:340c::/47,138393,"CERNET2 regional IX at Guangxi University"
2001:250:340e::/47,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3410::/46,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3414::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3415::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3416::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3417::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3418::/47,138393,"CERNET2 regional IX at Guangxi University"
2001:250:341a::/47,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:341c::/46,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3420::/47,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3422::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3423::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3424::/47,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3426::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3427::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3428::/47,138393,"CERNET2 regional IX at Guangxi University"
2001:250:342a::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:342b::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:342c::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:342d::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:342e::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:342f::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3430::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3431::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3432::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3433::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3434::/46,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3438::/47,138393,"CERNET2 regional IX at Guangxi University"
2001:250:343a::/47,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:343c::/46,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3440::/46,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3444::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3445::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3446::/47,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3448::/46,138393,"CERNET2 regional IX at Guangxi University"
2001:250:344c::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:344d::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:344e::/47,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3450::/47,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3452::/48,138438,"CERNET2 regional IX at Guangxi Normal University"
2001:250:3453::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3454::/47,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3456::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3457::/48,138393,"CERNET2 regional IX at Guangxi University"
2001:250:3458::/45,23910,"China Next Generation Internet CERNET2"
2001:250:3460::/43,23910,"China Next Generation Internet CERNET2"
2001:250:3480::/41,23910,"China Next Generation Internet CERNET2"
2001:250:3500::/40,23910,"China Next Generation Internet CERNET2"
2001:250:3600::/39,23910,"China Next Generation Internet CERNET2"
2001:250:3800::/46,138440,"CERNET2 regional IX at Hainan Normal University"
2001:250:3804::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3805::/48,138440,"CERNET2 regional IX at Hainan Normal University"
2001:250:3806::/48,138440,"CERNET2 regional IX at Hainan Normal University"
2001:250:3807::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3808::/45,138440,"CERNET2 regional IX at Hainan Normal University"
2001:250:3810::/47,138440,"CERNET2 regional IX at Hainan Normal University"
2001:250:3812::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3813::/48,138440,"CERNET2 regional IX at Hainan Normal University"
2001:250:3814::/48,138440,"CERNET2 regional IX at Hainan Normal University"
2001:250:3815::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3816::/47,23910,"China Next Generation Internet CERNET2"
2001:250:3818::/45,23910,"China Next Generation Internet CERNET2"
2001:250:3820::/43,23910,"China Next Generation Internet CERNET2"
2001:250:3840::/42,23910,"China Next Generation Internet CERNET2"
2001:250:3880::/41,23910,"China Next Generation Internet CERNET2"
2001:250:3900::/40,23910,"China Next Generation Internet CERNET2"
2001:250:3a00::/39,23910,"China Next Generation Internet CERNET2"
2001:250:3c00::/44,138369,"CERNET2 regional IX at Shenzhen University"
2001:250:3c10::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3c11::/48,138369,"CERNET2 regional IX at Shenzhen University"
2001:250:3c12::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3c13::/48,138369,"CERNET2 regional IX at Shenzhen University"
2001:250:3c14::/46,138369,"CERNET2 regional IX at Shenzhen University"
2001:250:3c18::/46,138369,"CERNET2 regional IX at Shenzhen University"
2001:250:3c1c::/47,138369,"CERNET2 regional IX at Shenzhen University"
2001:250:3c1e::/48,138369,"CERNET2 regional IX at Shenzhen University"
2001:250:3c1f::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3c20::/48,138369,"CERNET2 regional IX at Shenzhen University"
2001:250:3c21::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3c22::/47,138369,"CERNET2 regional IX at Shenzhen University"
2001:250:3c24::/48,23910,"China Next Generation Internet CERNET2"
2001:250:3c25::/48,138369,"CERNET2 regional IX at Shenzhen University"
2001:250:3c26::/47,23910,"China Next Generation Internet CERNET2"
2001:250:3c28::/45,23910,"China Next Generation Internet CERNET2"
2001:250:3c30::/44,23910,"China Next Generation Internet CERNET2"
2001:250:3c40::/42,23910,"China Next Generation Internet CERNET2"
2001:250:3c80::/41,23910,"China Next Generation Internet CERNET2"
2001:250:3d00::/40,23910,"China Next Generation Internet CERNET2"
2001:250:3e00::/39,23910,"China Next Generation Internet CERNET2"
2001:250:4000::/46,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4004::/47,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4006::/48,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4007::/48,23910,"China Next Generation Internet CERNET2"
2001:250:4008::/45,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4010::/46,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4014::/48,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4015::/48,23910,"China Next Generation Internet CERNET2"
2001:250:4016::/47,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4018::/47,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:401a::/48,23910,"China Next Generation Internet CERNET2"
2001:250:401b::/48,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:401c::/46,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4020::/47,23910,"China Next Generation Internet CERNET2"
2001:250:4022::/48,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4023::/48,23910,"China Next Generation Internet CERNET2"
2001:250:4024::/48,23910,"China Next Generation Internet CERNET2"
2001:250:4025::/48,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4026::/47,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4028::/47,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:402a::/48,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:402b::/48,23910,"China Next Generation Internet CERNET2"
2001:250:402c::/48,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:402d::/48,23910,"China Next Generation Internet CERNET2"
2001:250:402e::/47,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4030::/46,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4034::/48,23910,"China Next Generation Internet CERNET2"
2001:250:4035::/48,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4036::/47,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4038::/45,24358,"CERNET2 IX at Huazhong University of Science and Technology"
2001:250:4040::/42,23910,"China Next Generation Internet CERNET2"
2001:250:4080::/41,23910,"China Next Generation Internet CERNET2"
2001:250:4100::/40,23910,"China Next Generation Internet CERNET2"
2001:250:4200::/39,23910,"China Next Generation Internet CERNET2"
2001:250:4400::/44,24359,"CERNET2 IX at Central South University"
2001:250:4410::/45,24359,"CERNET2 IX at Central South University"
2001:250:4418::/48,23910,"China Next Generation Internet CERNET2"
2001:250:4419::/48,24359,"CERNET2 IX at Central South University"
2001:250:441a::/47,24359,"CERNET2 IX at Central South University"
2001:250:441c::/46,24359,"CERNET2 IX at Central South University"
2001:250:4420::/47,24359,"CERNET2 IX at Central South University"
2001:250:4422::/47,23910,"China Next Generation Internet CERNET2"
2001:250:4424::/46,23910,"China Next Generation Internet CERNET2"
2001:250:4428::/45,23910,"China Next Generation Internet CERNET2"
2001:250:4430::/44,23910,"China Next Generation Internet CERNET2"
2001:250:4440::/42,23910,"China Next Generation Internet CERNET2"
2001:250:4480::/41,23910,"China Next Generation Internet CERNET2"
2001:250:4500::/40,23910,"China Next Generation Internet CERNET2"
2001:250:4600::/39,23910,"China Next Generation Internet CERNET2"
2001:250:4800::/45,24360,"CERNET2 IX at Zhengzhou University"
2001:250:4808::/46,24360,"CERNET2 IX at Zhengzhou University"
2001:250:480c::/47,24360,"CERNET2 IX at Zhengzhou University"
2001:250:480e::/48,24360,"CERNET2 IX at Zhengzhou University"
2001:250:480f::/48,23910,"China Next Generation Internet CERNET2"
2001:250:4810::/44,24360,"CERNET2 IX at Zhengzhou University"
2001:250:4820::/44,24360,"CERNET2 IX at Zhengzhou University"
2001:250:4830::/46,24360,"CERNET2 IX at Zhengzhou University"
2001:250:4834::/47,24360,"CERNET2 IX at Zhengzhou University"
2001:250:4836::/48,23910,"China Next Generation Internet CERNET2"
2001:250:4837::/48,24360,"CERNET2 IX at Zhengzhou University"
2001:250:4838::/45,24360,"CERNET2 IX at Zhengzhou University"
2001:250:4840::/46,24360,"CERNET2 IX at Zhengzhou University"
2001:250:4844::/48,23910,"China Next Generation Internet CERNET2"
2001:250:4845::/48,24360,"CERNET2 IX at Zhengzhou University"
2001:250:4846::/47,24360,"CERNET2 IX at Zhengzhou University"
2001:250:4848::/47,24360,"CERNET2 IX at Zhengzhou University"
2001:250:484a::/47,23910,"China Next Generation Internet CERNET2"
2001:250:484c::/48,24360,"CERNET2 IX at Zhengzhou University"
2001:250:484d::/48,23910,"China Next Generation Internet CERNET2"
2001:250:484e::/47,23910,"China Next Generation Internet CERNET2"
2001:250:4850::/44,23910,"China Next Generation Internet CERNET2"
2001:250:4860::/43,23910,"China Next Generation Internet CERNET2"
2001:250:4880::/41,23910,"China Next Generation Internet CERNET2"
2001:250:4900::/40,23910,"China Next Generation Internet CERNET2"
2001:250:4a00::/39,23910,"China Next Generation Internet CERNET2"
2001:250:4c00::/38,23910,"China Next Generation Internet CERNET2"
2001:250:5000::/47,23910,"China Next Generation Internet CERNET2"
2001:250:5002::/47,4538,"China Education and Research Network Center"
2001:250:5004::/46,4538,"China Education and Research Network Center"
2001:250:5008::/45,4538,"China Education and Research Network Center"
